"","Rank","Bib","Name","Nation","Pts","Time","Gender","Date","WMTRC","Race","img"
"541","111",2065,"Verónica BRAVO","CHI",80,"7:16:27","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/cl_black.png"
"542","112",2321,"Veronika PÁLENIKOVÁ","SVK",79,"7:16:36","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/sk_black.png"
"543","113",2092,"Helene DRABORG","DEN",78,"7:18:00","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/dk_black.png"
"544","114",2260,"Fatima Maria VILLAR","PAR",77,"7:27:14","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/py_black.png"
"545","race stopped",2010,"Maria Paula GALINDEZ","ARG",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/ar_black.png"
"546","race stopped",2021,"Madison REYNOLDS","AUS",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/au_black.png"
"547","race stopped",2023,"Dannielle VAN DER HEUL","AUS",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/au_black.png"
"548","race stopped",2038,"Naida AVDIĆ","BIH",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/ba_black.png"
"549","race stopped",2080,"Helena GLEĐA","CRO",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/hr_black.png"
"550","race stopped",2081,"Ines JOZIĆ","CRO",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/hr_black.png"
"551","race stopped",2124,"Erika LEHTOLA","FIN",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/fi_black.png"
"552","race stopped",2162,"Vivien CSISZÁR","HUN",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/hu_black.png"
"553","race stopped",2164,"Brigitta POÓR","HUN",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/hu_black.png"
"554","race stopped",2209,"Kihyeon AN","KOR",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/kr_black.png"
"555","race stopped",2210,"Eunju BAEK","KOR",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/kr_black.png"
"556","race stopped",2212,"Yunmi LEE","KOR",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/kr_black.png"
"557","race stopped",2217,"Lauma ČERŅEVSKA","LAT",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/lv_black.png"
"558","race stopped",2219,"Aiga TAULĪNA","LAT",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/lv_black.png"
"559","race stopped",2229,"Patricija TOMASUN","LTU",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/lt_black.png"
"560","race stopped",2234,"Shamiera AUTHER","MAS",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/my_black.png"
"561","race stopped",2235,"Izzah Hazirah BINTI ABDUL MALEK","MAS",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/my_black.png"
"562","race stopped",2236,"Kona BINTI LIAU A KEN","MAS",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/my_black.png"
"563","race stopped",2264,"Angeline CABALO","PHI",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/ph_black.png"
"564","race stopped",2265,"Gretchen FELIPE","PHI",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/ph_black.png"
"565","race stopped",2271,"Martyna MŁYNARCZYK","POL",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/pl_black.png"
"566","race stopped",2303,"Maria Teresa GIARDI","SMR",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/sm_black.png"
"567","race stopped",2332,"Yi-Chun CHOU","TPE",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://my.raceresult.com/RRPublish/picture.php?eventid=237839&name=TPE2.png"
"568","race stopped",2333,"Wei-Ling TSENG","TPE",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://my.raceresult.com/RRPublish/picture.php?eventid=237839&name=TPE2.png"
"569","race stopped",2334,"Chao-Wen WANG","TPE",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://my.raceresult.com/RRPublish/picture.php?eventid=237839&name=TPE2.png"
"570","race stopped",2339,"Anna OPANASIUK","UKR",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/ua_black.png"
"571","race stopped",2341,"Maryna SHAPOVALOVA","UKR",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/ua_black.png"
"572","race stopped",2343,"Pilar FERNÁNDEZ","URU",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/uy_black.png"
"573","race stopped",2227,"Inga AUKSTUOLYTE","LTU",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/lt_black.png"
"574","race stopped",2230,"Rima VILIUNIENE","LTU",NA,"race stopped","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/lt_black.png"
"575","DSQ",2066,"Leonor CALVO","CHI",NA,"DSQ","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/cl_black.png"
"576","DNF",2022,"Jasmine SARGEANT","AUS",NA,"DNF","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/au_black.png"
"577","DNF",2151,"Laura HOTTENROTT","GER",NA,"DNF","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/de_black.png"
"578","DNF",2240,"Yenni SUSANO","MEX",NA,"DNF","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/mx_black.png"
"579","DNF",2250,"Eli Anne DVERGSDAL","NOR",NA,"DNF","Female",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/no_black.png"
